"Domain","RankLevel","MoistureLevel","Compartment","Species","Climate","Taxon","mean_RA","se_RA"
"Bacteria","Order","M5","Leaf","Festuca","Future","Gaiellales",0,0
"Bacteria","Order","M5","Leaf","Lolium","Current","Micrococcales",0.949129300867775,0.106745814851571
"Bacteria","Order","M5","Leaf","Lolium","Current","Rhizobiales",0.0493386429022525,0.0493386429022525
"Bacteria","Order","M5","Leaf","Lolium","Current","Other",0.00153205622997215,0.000969116170007652
"Bacteria","Order","M5","Leaf","Lolium","Current","Burkholderiales",0,0
"Bacteria","Order","M5","Leaf","Lolium","Current","Gaiellales",0,0
"Bacteria","Order","M5","Leaf","Lolium","Current","Propionibacteriales",0,0
"Bacteria","Order","M5","Leaf","Lolium","Future","Gaiellales",0.379625432031105,0.379625432031105
"Bacteria","Order","M5","Leaf","Lolium","Future","Propionibacteriales",0.25308362135407,0.25308362135407
"Bacteria","Order","M5","Leaf","Lolium","Future","Micrococcales",0.221145625894211,0.164842999905463
"Bacteria","Order","M5","Leaf","Lolium","Future","Rhizobiales",0.144062984463086,0.121826573495062
"Bacteria","Order","M5","Leaf","Lolium","Future","Other",0.00208233625752783,0.00119371370449711
"Bacteria","Order","M5","Leaf","Lolium","Future","Burkholderiales",0,0
"Bacteria","Order","M5","Root","Festuca","Current","Rhizobiales",0.353855397327308,0.02820607184756
"Bacteria","Order","M5","Root","Festuca","Current","Micrococcales",0.239954529775418,0.0450083934409858
"Bacteria","Order","M5","Root","Festuca","Current","Burkholderiales",0.199626400118618,0.0369676398603612
"Bacteria","Order","M5","Root","Festuca","Current","Propionibacteriales",0.170950359400324,0.0324334495228483
"Bacteria","Order","M5","Root","Festuca","Current","Gaiellales",0.0272530787082333,0.00517304633502376
"Bacteria","Order","M5","Root","Festuca","Current","Other",0.00836023467009956,0.000776899418208816
"Bacteria","Order","M5","Root","Festuca","Future","Rhizobiales",0.370609691003535,0.00813926933957892
"Bacteria","Order","M5","Root","Festuca","Future","Micrococcales",0.279136310288862,0.0628310856244132
"Bacteria","Order","M5","Root","Festuca","Future","Burkholderiales",0.17726997795926,0.0284542892255959
"Bacteria","Order","M5","Root","Festuca","Future","Propionibacteriales",0.146563337967708,0.0137466651553451
"Bacteria","Order","M5","Root","Festuca","Future","Gaiellales",0.0191467871300985,0.00411029031678962
"Bacteria","Order","M5","Root","Festuca","Future","Other",0.00727389565053626,0.000668215180440587
"Bacteria","Order","M5","Root","Lolium","Current","Rhizobiales",0.339601240882156,0.021360898955035
"Bacteria","Order","M5","Root","Lolium","Current","Propionibacteriales",0.257973627146875,0.0698825465973302
"Bacteria","Order","M5","Root","Lolium","Current","Micrococcales",0.218454331506787,0.0275639189304262
"Bacteria","Order","M5","Root","Lolium","Current","Burkholderiales",0.154624448486586,0.0302689191804826
"Bacteria","Order","M5","Root","Lolium","Current","Gaiellales",0.0216718274245297,0.0030801114407138
"Bacteria","Order","M5","Root","Lolium","Current","Other",0.00767452455306663,0.000824764334126917
"Bacteria","Order","M5","Root","Lolium","Future","Rhizobiales",0.448296059597177,0.0799638676953071
"Bacteria","Order","M5","Root","Lolium","Future","Burkholderiales",0.243732651979158,0.0547050859018177
"Bacteria","Order","M5","Root","Lolium","Future","Micrococcales",0.19030193422841,0.0573616772939258
"Bacteria","Order","M5","Root","Lolium","Future","Propionibacteriales",0.104740157077534,0.0193563804520405
"Bacteria","Order","M5","Root","Lolium","Future","Other",0.00714651481903407,0.000847242959859711
"Bacteria","Order","M5","Root","Lolium","Future","Gaiellales",0.00578268229868671,0.000615519633479665
"Bacteria","Order","M5","Soil","Festuca","Current","Rhizobiales",0.255561411506451,0.0233509647844717
"Bacteria","Order","M5","Soil","Festuca","Current","Burkholderiales",0.246312466341259,0.0255590141425077
"Bacteria","Order","M5","Soil","Festuca","Current","Gaiellales",0.168619694138199,0.029022737309402
"Bacteria","Order","M5","Soil","Festuca","Current","Micrococcales",0.160297304249768,0.0417223323861961
"Bacteria","Order","M5","Soil","Festuca","Current","Propionibacteriales",0.158664263446788,0.0472738956387125
"Bacteria","Order","M5","Soil","Festuca","Current","Other",0.0105448603175351,0.000866062402822438
"Bacteria","Order","M5","Soil","Festuca","Future","Rhizobiales",0.285067179490247,0.0268142215531205
"Bacteria","Order","M5","Soil","Festuca","Future","Burkholderiales",0.274716027841565,0.0195227906771353
"Bacteria","Order","M5","Soil","Festuca","Future","Gaiellales",0.219825960304576,0.0229085619620312
"Bacteria","Order","M5","Soil","Festuca","Future","Micrococcales",0.119051606083946,0.012348148694732
"Bacteria","Order","M5","Soil","Festuca","Future","Propionibacteriales",0.0905545229757942,0.0247770642234599
"Bacteria","Order","M5","Soil","Festuca","Future","Other",0.0107847033038709,0.000896381457241396
"Bacteria","Order","M5","Soil","Lolium","Current","Gaiellales",0.25886476735372,0.0204854558493341
"Bacteria","Order","M5","Soil","Lolium","Current","Rhizobiales",0.228999663047422,0.0100203730586107
"Bacteria","Order","M5","Soil","Lolium","Current","Micrococcales",0.176016730568515,0.0228140125075726
"Bacteria","Order","M5","Soil","Lolium","Current","Propionibacteriales",0.174795253213923,0.0442095060807265
"Bacteria","Order","M5","Soil","Lolium","Current","Burkholderiales",0.152288470816027,0.0215693845139192
"Bacteria","Order","M5","Soil","Lolium","Current","Other",0.00903511500039166,0.000821811224308522
"Bacteria","Order","M5","Soil","Lolium","Future","Rhizobiales",0.236691704235843,0.0168579525183381
"Bacteria","Order","M5","Soil","Lolium","Future","Gaiellales",0.225238212072654,0.0359440997375284
"Bacteria","Order","M5","Soil","Lolium","Future","Burkholderiales",0.218339427547918,0.0162220192746737
"Bacteria","Order","M5","Soil","Lolium","Future","Micrococcales",0.171210626733838,0.00858488656333008
"Bacteria","Order","M5","Soil","Lolium","Future","Propionibacteriales",0.139121088857258,0.0111697225059614
"Bacteria","Order","M5","Soil","Lolium","Future","Other",0.00939894055248928,0.000892535480797155
"Bacteria","Order","M6","Leaf","Festuca","Current","Micrococcales",0.461916744104872,0.163676595691142
"Bacteria","Order","M6","Leaf","Festuca","Current","Rhizobiales",0.313126890554047,0.233952339951643
"Bacteria","Order","M6","Leaf","Festuca","Current","Burkholderiales",0.220472293000499,0.220472293000499
"Bacteria","Order","M6","Leaf","Festuca","Current","Other",0.00448407234058139,0.00252580604856389
"Bacteria","Order","M6","Leaf","Festuca","Current","Gaiellales",0,0
"Bacteria","Order","M6","Leaf","Festuca","Current","Propionibacteriales",0,0
"Bacteria","Order","M6","Leaf","Festuca","Future","Micrococcales",0.796030255589307,0.166316808103512
"Bacteria","Order","M6","Leaf","Festuca","Future","Rhizobiales",0.188138029191356,0.156548189202428
"Bacteria","Order","M6","Leaf","Festuca","Future","Propionibacteriales",0.0133900684594827,0.00819773443278804
"Bacteria","Order","M6","Leaf","Festuca","Future","Other",0.00244164675985471,0.000850352355330369
"Bacteria","Order","M6","Leaf","Festuca","Future","Burkholderiales",0,0
"Bacteria","Order","M6","Leaf","Festuca","Future","Gaiellales",0,0
"Bacteria","Order","M6","Leaf","Lolium","Current","Micrococcales",0.72825993909727,0.16966594713145
"Bacteria","Order","M6","Leaf","Lolium","Current","Rhizobiales",0.225450789073411,0.0783932801562008
"Bacteria","Order","M6","Leaf","Lolium","Current","Burkholderiales",0.0271627456714953,0.0238553547280878
"Bacteria","Order","M6","Leaf","Lolium","Current","Propionibacteriales",0.0154398764869552,0.0154398764869552
"Bacteria","Order","M6","Leaf","Lolium","Current","Other",0.00368664967086837,0.00139825082915206
"Bacteria","Order","M6","Leaf","Lolium","Current","Gaiellales",0,0
"Bacteria","Order","M6","Leaf","Lolium","Future","Micrococcales",0.576866600472681,0.576866600472681
"Bacteria","Order","M6","Leaf","Lolium","Future","Propionibacteriales",0.412547023368342,0.261722170867368
"Bacteria","Order","M6","Leaf","Lolium","Future","Other",0.0105863761589774,0.00424875077322002
"Bacteria","Order","M6","Leaf","Lolium","Future","Burkholderiales",0,0
"Bacteria","Order","M6","Leaf","Lolium","Future","Gaiellales",0,0
"Bacteria","Order","M6","Leaf","Lolium","Future","Rhizobiales",0,0
"Bacteria","Order","M6","Root","Festuca","Current","Rhizobiales",0.386513009039745,0.00910648136031936
"Bacteria","Order","M6","Root","Festuca","Current","Micrococcales",0.230820989997077,0.0417541696981946
"Bacteria","Order","M6","Root","Festuca","Current","Burkholderiales",0.204965658419926,0.0181018541193326
"Bacteria","Order","M6","Root","Festuca","Current","Propionibacteriales",0.135454614598606,0.0157450482814132
"Bacteria","Order","M6","Root","Festuca","Current","Gaiellales",0.0337817287944406,0.00328437712015977
"Bacteria","Order","M6","Root","Festuca","Current","Other",0.00846399915020653,0.000761136989393491
"Bacteria","Order","M6","Root","Festuca","Future","Rhizobiales",0.42506568444343,0.0120192352971709
"Bacteria","Order","M6","Root","Festuca","Future","Micrococcales",0.178031372745009,0.030967517232277
"Bacteria","Order","M6","Root","Festuca","Future","Burkholderiales",0.170613915671267,0.0482561564922413
"Bacteria","Order","M6","Root","Festuca","Future","Propionibacteriales",0.165254489039221,0.0101124572162912
"Bacteria","Order","M6","Root","Festuca","Future","Gaiellales",0.0521534010118798,0.0090043674121759
"Bacteria","Order","M6","Root","Festuca","Future","Other",0.00888113708919446,0.000801632477860985
"Bacteria","Order","M6","Root","Lolium","Current","Rhizobiales",0.371571580189846,0.0174953015272513
"Bacteria","Order","M6","Root","Lolium","Current","Micrococcales",0.244921000854512,0.0543314657378786
"Bacteria","Order","M6","Root","Lolium","Current","Propionibacteriales",0.206347044781852,0.0195434352962722
"Bacteria","Order","M6","Root","Lolium","Current","Burkholderiales",0.136469033881231,0.0112865481965515
"Bacteria","Order","M6","Root","Lolium","Current","Gaiellales",0.0321802361356717,0.00662282652440315
"Bacteria","Order","M6","Root","Lolium","Current","Other",0.00851110415688743,0.000798697996607079
"Bacteria","Order","M6","Root","Lolium","Future","Rhizobiales",0.339008362487673,0.0432242807529262
"Bacteria","Order","M6","Root","Lolium","Future","Micrococcales",0.299837629760252,0.0703549805185429
"Bacteria","Order","M6","Root","Lolium","Future","Propionibacteriales",0.210135589097191,0.0147269033505604
"Bacteria","Order","M6","Root","Lolium","Future","Burkholderiales",0.123064841600257,0.0186350368222017
"Bacteria","Order","M6","Root","Lolium","Future","Gaiellales",0.0205581064776009,0.00708416748083616
"Bacteria","Order","M6","Root","Lolium","Future","Other",0.00739547057702703,0.000736942437420867
"Bacteria","Order","M6","Soil","Festuca","Current","Rhizobiales",0.270540981479251,0.00962591494045929
"Bacteria","Order","M6","Soil","Festuca","Current","Burkholderiales",0.267436174915528,0.017586935470824
"Bacteria","Order","M6","Soil","Festuca","Current","Micrococcales",0.167073042994373,0.0356615237294308
"Bacteria","Order","M6","Soil","Festuca","Current","Gaiellales",0.158779729802448,0.00385821313314594
"Bacteria","Order","M6","Soil","Festuca","Current","Propionibacteriales",0.124898051959429,0.0276445521571687
"Bacteria","Order","M6","Soil","Festuca","Current","Other",0.0112720188489708,0.000885977708919871
"Bacteria","Order","M6","Soil","Festuca","Future","Rhizobiales",0.255603821359026,0.00409680312953821
"Bacteria","Order","M6","Soil","Festuca","Future","Burkholderiales",0.254557286407478,0.0347127522903453
"Bacteria","Order","M6","Soil","Festuca","Future","Gaiellales",0.225453991070735,0.0272334029310607
"Bacteria","Order","M6","Soil","Festuca","Future","Micrococcales",0.134486134453954,0.0232960612906702
"Bacteria","Order","M6","Soil","Festuca","Future","Propionibacteriales",0.120806834470684,0.0111919227392065
"Bacteria","Order","M6","Soil","Festuca","Future","Other",0.00909193223812195,0.000738840053998545
"Bacteria","Order","M6","Soil","Lolium","Current","Micrococcales",0.22660216780848,0.057374579191489
"Bacteria","Order","M6","Soil","Lolium","Current","Burkholderiales",0.202397609710211,0.0373047369312473
"Bacteria","Order","M6","Soil","Lolium","Current","Gaiellales",0.199206957990675,0.0159280082304251
"Bacteria","Order","M6","Soil","Lolium","Current","Rhizobiales",0.188675309535714,0.0143723911187197
"Bacteria","Order","M6","Soil","Lolium","Current","Propionibacteriales",0.174528299588215,0.0253250422274104
"Bacteria","Order","M6","Soil","Lolium","Current","Other",0.00858965536670435,0.000745169591503035
"Bacteria","Order","M6","Soil","Lolium","Future","Gaiellales",0.218232477482512,0.0286690896825417
"Bacteria","Order","M6","Soil","Lolium","Future","Micrococcales",0.208317269526134,0.0355956861108578
"Bacteria","Order","M6","Soil","Lolium","Future","Rhizobiales",0.203189423490721,0.0274821212905497
"Bacteria","Order","M6","Soil","Lolium","Future","Propionibacteriales",0.201528154620621,0.0484947703061826
"Bacteria","Order","M6","Soil","Lolium","Future","Burkholderiales",0.158748683255812,0.0249408491943829
"Bacteria","Order","M6","Soil","Lolium","Future","Other",0.00998399162420059,0.000876748793741082
"Bacteria","Phylum","M1","Leaf","Festuca","Current","Actinobacteriota",0.685897435897436,0.202405812869833
"Bacteria","Phylum","M1","Leaf","Festuca","Current","Proteobacteria",0.178205128205128,0.111920947493474
"Bacteria","Phylum","M1","Leaf","Festuca","Current","Bacteroidota",0.135897435897436,0.0906184463952425
"Bacteria","Phylum","M1","Leaf","Festuca","Current","Chloroflexi",0,0
"Bacteria","Phylum","M1","Leaf","Festuca","Current","Other",0,0
"Bacteria","Phylum","M1","Leaf","Festuca","Current","Planctomycetota",0,0
"Bacteria","Phylum","M1","Leaf","Festuca","Future","Proteobacteria",0.756410256410256,0.144479841917752
"Bacteria","Phylum","M1","Leaf","Festuca","Future","Actinobacteriota",0.166666666666667,0.166666666666667
"Bacteria","Phylum","M1","Leaf","Festuca","Future","Chloroflexi",0.0769230769230769,0.0769230769230769
"Bacteria","Phylum","M1","Leaf","Festuca","Future","Bacteroidota",0,0
"Bacteria","Phylum","M1","Leaf","Festuca","Future","Other",0,0
"Bacteria","Phylum","M1","Leaf","Festuca","Future","Planctomycetota",0,0
"Bacteria","Phylum","M1","Leaf","Lolium","Current","Actinobacteriota",0.589715162885895,0.313828743145691
"Bacteria","Phylum","M1","Leaf","Lolium","Current","Proteobacteria",0.391437830462221,0.205996279038724
"Bacteria","Phylum","M1","Leaf","Lolium","Current","Other",0.0188470066518847,0.017245706091784
"Bacteria","Phylum","M1","Leaf","Lolium","Current","Bacteroidota",0,0
"Bacteria","Phylum","M1","Leaf","Lolium","Current","Chloroflexi",0,0
"Bacteria","Phylum","M1","Leaf","Lolium","Current","Planctomycetota",0,0
"Bacteria","Phylum","M1","Leaf","Lolium","Future","Proteobacteria",0.500824230846262,0.281581065811301
"Bacteria","Phylum","M1","Leaf","Lolium","Future","Actinobacteriota",0.498975488761189,0.27660402183292
"Bacteria","Phylum","M1","Leaf","Lolium","Future","Other",0.00020028039254957,0.000143673333920433
"Bacteria","Phylum","M1","Leaf","Lolium","Future","Bacteroidota",0,0
"Bacteria","Phylum","M1","Leaf","Lolium","Future","Chloroflexi",0,0
"Bacteria","Phylum","M1","Leaf","Lolium","Future","Planctomycetota",0,0
"Bacteria","Phylum","M1","Root","Festuca","Current","Actinobacteriota",0.531880282242821,0.0218168122939684
"Bacteria","Phylum","M1","Root","Festuca","Current","Proteobacteria",0.297091276391882,0.0247780208064849
"Bacteria","Phylum","M1","Root","Festuca","Current","Bacteroidota",0.085503309462258,0.00772017788568448
"Bacteria","Phylum","M1","Root","Festuca","Current","Chloroflexi",0.051231578566038,0.0113823454627625
"Bacteria","Phylum","M1","Root","Festuca","Current","Planctomycetota",0.0300228034737976,0.00323251458180429
"Bacteria","Phylum","M1","Root","Festuca","Current","Other",0.00427074986320312,0.000875763836062151
"Bacteria","Phylum","M1","Root","Festuca","Future","Actinobacteriota",0.478702680736172,0.0246083662556334
"Bacteria","Phylum","M1","Root","Festuca","Future","Proteobacteria",0.330554498479903,0.0153593358794801
"Bacteria","Phylum","M1","Root","Festuca","Future","Bacteroidota",0.0892363340059533,0.00527935240994646
"Bacteria","Phylum","M1","Root","Festuca","Future","Chloroflexi",0.0679979472853267,0.00845078539238103
"Bacteria","Phylum","M1","Root","Festuca","Future","Planctomycetota",0.0289117039803822,0.00220807220694169
"Bacteria","Phylum","M1","Root","Festuca","Future","Other",0.0045968355122623,0.0010183656043385
"Bacteria","Phylum","M1","Root","Lolium","Current","Actinobacteriota",0.481774159835523,0.0436863973434008
"Bacteria","Phylum","M1","Root","Lolium","Current","Proteobacteria",0.353352889843657,0.0322334541888117
"Bacteria","Phylum","M1","Root","Lolium","Current","Bacteroidota",0.101331694590608,0.00332408234637879
"Bacteria","Phylum","M1","Root","Lolium","Current","Chloroflexi",0.0432905983430522,0.00596417700457136
"Bacteria","Phylum","M1","Root","Lolium","Current","Planctomycetota",0.0155924758389829,0.0042667986660464
"Bacteria","Phylum","M1","Root","Lolium","Current","Other",0.00465818154817761,0.00133665536017104
"Bacteria","Phylum","M1","Root","Lolium","Future","Actinobacteriota",0.508100600929136,0.0389027586658355
"Bacteria","Phylum","M1","Root","Lolium","Future","Proteobacteria",0.319156232136119,0.0124420187606693
"Bacteria","Phylum","M1","Root","Lolium","Future","Chloroflexi",0.0667303507498168,0.00225148033940002
"Bacteria","Phylum","M1","Root","Lolium","Future","Bacteroidota",0.0585898803077829,0.00451278538000994
"Bacteria","Phylum","M1","Root","Lolium","Future","Planctomycetota",0.0395838179104554,0.0114991722433997
"Bacteria","Phylum","M1","Root","Lolium","Future","Other",0.00783911796668992,0.00265281948184242
"Bacteria","Phylum","M1","Soil","Festuca","Current","Actinobacteriota",0.510618200310813,0.0148583644255234
"Bacteria","Phylum","M1","Soil","Festuca","Current","Proteobacteria",0.285033089504871,0.0104168458330362
"Bacteria","Phylum","M1","Soil","Festuca","Current","Planctomycetota",0.078041461808738,0.0114341317589283
"Bacteria","Phylum","M1","Soil","Festuca","Current","Chloroflexi",0.0645361680428518,0.00419829332163193
"Bacteria","Phylum","M1","Soil","Festuca","Current","Bacteroidota",0.0536402371929712,0.0138533854832218
"Bacteria","Phylum","M1","Soil","Festuca","Current","Other",0.00813084313975456,0.0016700124694846
"Bacteria","Phylum","M1","Soil","Festuca","Future","Actinobacteriota",0.487062281626202,0.0112976298834187
"Bacteria","Phylum","M1","Soil","Festuca","Future","Proteobacteria",0.285135405571184,0.0118323122783861
"Bacteria","Phylum","M1","Soil","Festuca","Future","Planctomycetota",0.0994826488542598,0.00345769958766616
"Bacteria","Phylum","M1","Soil","Festuca","Future","Chloroflexi",0.0673092211702575,0.00399137104663993
"Bacteria","Phylum","M1","Soil","Festuca","Future","Bacteroidota",0.0512980687987913,0.00907917259245209
"Bacteria","Phylum","M1","Soil","Festuca","Future","Other",0.00971237397930475,0.00224627579285555
"Bacteria","Phylum","M1","Soil","Lolium","Current","Actinobacteriota",0.560532437361114,0.0207535592042925
"Bacteria","Phylum","M1","Soil","Lolium","Current","Proteobacteria",0.254997218327727,0.0136874941222108
"Bacteria","Phylum","M1","Soil","Lolium","Current","Planctomycetota",0.0646388430919664,0.00999387163571588
"Bacteria","Phylum","M1","Soil","Lolium","Current","Bacteroidota",0.0584362227812295,0.0177602294663541
"Bacteria","Phylum","M1","Soil","Lolium","Current","Chloroflexi",0.0527306244520305,0.00899735176029122
"Bacteria","Phylum","M1","Soil","Lolium","Current","Other",0.00866465398593261,0.00175064755815059
"Bacteria","Phylum","M1","Soil","Lolium","Future","Actinobacteriota",0.589346957522048,0.044337975357748
"Bacteria","Phylum","M1","Soil","Lolium","Future","Proteobacteria",0.244345000266328,0.0235107461228694
"Bacteria","Phylum","M1","Soil","Lolium","Future","Planctomycetota",0.0779724523318074,0.0131281058782688
"Bacteria","Phylum","M1","Soil","Lolium","Future","Chloroflexi",0.0481195691173468,0.00834680152655992
"Bacteria","Phylum","M1","Soil","Lolium","Future","Bacteroidota",0.0320090936363627,0.00587776906582442
"Bacteria","Phylum","M1","Soil","Lolium","Future","Other",0.00820692712610704,0.00193622577831554
"Bacteria","Phylum","M2","Leaf","Festuca","Future","Proteobacteria",0.49643605870021,0.29421177797792
"Bacteria","Phylum","M2","Leaf","Festuca","Future","Actinobacteriota",0.459119496855346,0.314612125103322
"Bacteria","Phylum","M2","Leaf","Festuca","Future","Bacteroidota",0.0444444444444445,0.0444444444444444
"Bacteria","Phylum","M2","Leaf","Festuca","Future","Chloroflexi",0,0
"Bacteria","Phylum","M2","Leaf","Festuca","Future","Other",0,0
"Bacteria","Phylum","M2","Leaf","Festuca","Future","Planctomycetota",0,0
"Bacteria","Phylum","M2","Leaf","Lolium","Current","Proteobacteria",0.717213114754098,0.426406804235344
"Bacteria","Phylum","M2","Leaf","Lolium","Current","Actinobacteriota",0.266393442622951,0.266393442622951
"Bacteria","Phylum","M2","Leaf","Lolium","Current","Other",0.0163934426229508,0.0163934426229508
"Bacteria","Phylum","M2","Leaf","Lolium","Current","Bacteroidota",0,0
"Bacteria","Phylum","M2","Leaf","Lolium","Current","Chloroflexi",0,0
"Bacteria","Phylum","M2","Leaf","Lolium","Current","Planctomycetota",0,0
"Bacteria","Phylum","M2","Leaf","Lolium","Future","Proteobacteria",0.398565165404544,0.103626943005181
"Bacteria","Phylum","M2","Leaf","Lolium","Future","Chloroflexi",0.27102431247509,0.27102431247509
"Bacteria","Phylum","M2","Leaf","Lolium","Future","Bacteroidota",0.215225189318454,0.215225189318454
"Bacteria","Phylum","M2","Leaf","Lolium","Future","Actinobacteriota",0.107612594659227,0.107612594659227
"Bacteria","Phylum","M2","Leaf","Lolium","Future","Other",0.00757273814268634,0.00757273814268632
"Bacteria","Phylum","M2","Leaf","Lolium","Future","Planctomycetota",0,0
"Bacteria","Phylum","M2","Root","Festuca","Current","Actinobacteriota",0.57365867390266,0.0260519586699325
"Bacteria","Phylum","M2","Root","Festuca","Current","Proteobacteria",0.294094439694248,0.0136246797920262
"Bacteria","Phylum","M2","Root","Festuca","Current","Bacteroidota",0.0636840805474536,0.00721750818889345
"Bacteria","Phylum","M2","Root","Festuca","Current","Chloroflexi",0.0388360709541575,0.00819863664121668
"Bacteria","Phylum","M2","Root","Festuca","Current","Planctomycetota",0.0262226970027321,0.00463497910735091
"Bacteria","Phylum","M2","Root","Festuca","Current","Other",0.00350403789874918,0.00075452897005987
"Bacteria","Phylum","M2","Root","Festuca","Future","Actinobacteriota",0.479557594567053,0.0267581365727734
"Bacteria","Phylum","M2","Root","Festuca","Future","Proteobacteria",0.338491082479986,0.0127854341033702
"Bacteria","Phylum","M2","Root","Festuca","Future","Bacteroidota",0.093093232536815,0.00504031816146963
"Bacteria","Phylum","M2","Root","Festuca","Future","Chloroflexi",0.0534577657594415,0.0078841846193816
"Bacteria","Phylum","M2","Root","Festuca","Future","Planctomycetota",0.0314770521655166,0.00605674477076076
"Bacteria","Phylum","M2","Root","Festuca","Future","Other",0.0039232724911875,0.000869075175028836
"Bacteria","Phylum","M2","Root","Lolium","Current","Actinobacteriota",0.467478939405357,0.02257229276939
"Bacteria","Phylum","M2","Root","Lolium","Current","Proteobacteria",0.365366987140157,0.0111863173024591
"Bacteria","Phylum","M2","Root","Lolium","Current","Bacteroidota",0.0888534021976468,0.0099187714900672
"Bacteria","Phylum","M2","Root","Lolium","Current","Planctomycetota",0.0386857966038262,0.00870997008644725
"Bacteria","Phylum","M2","Root","Lolium","Current","Chloroflexi",0.0345761013880598,0.00536520432176542
"Bacteria","Phylum","M2","Root","Lolium","Current","Other",0.00503877326495345,0.00145454344854719
"Bacteria","Phylum","M2","Root","Lolium","Future","Actinobacteriota",0.490470792895089,0.0167884100931763
"Bacteria","Phylum","M2","Root","Lolium","Future","Proteobacteria",0.329082572734332,0.0420197087384424
"Bacteria","Phylum","M2","Root","Lolium","Future","Bacteroidota",0.0955108821099015,0.0107495522199203
"Bacteria","Phylum","M2","Root","Lolium","Future","Chloroflexi",0.0473649070483011,0.012721441981095
"Bacteria","Phylum","M2","Root","Lolium","Future","Planctomycetota",0.0329140096295199,0.00628326554045544
"Bacteria","Phylum","M2","Root","Lolium","Future","Other",0.00465683558285638,0.00114225313709058
"Bacteria","Phylum","M2","Soil","Festuca","Current","Actinobacteriota",0.531014044201761,0.0452367444433317
"Bacteria","Phylum","M2","Soil","Festuca","Current","Proteobacteria",0.287006534884253,0.0191175981767064
"Bacteria","Phylum","M2","Soil","Festuca","Current","Bacteroidota",0.0642383628862251,0.0149259128065868
"Bacteria","Phylum","M2","Soil","Festuca","Current","Planctomycetota",0.0625076546450542,0.00673775549031921
"Bacteria","Phylum","M2","Soil","Festuca","Current","Chloroflexi",0.0476677627167822,0.00353939504337189
"Bacteria","Phylum","M2","Soil","Festuca","Current","Other",0.00756564066592467,0.00156865619827085
"Bacteria","Phylum","M2","Soil","Festuca","Future","Actinobacteriota",0.478869298540769,0.0150916102977101
"Bacteria","Phylum","M2","Soil","Festuca","Future","Proteobacteria",0.293323437239966,0.014197491513848
"Bacteria","Phylum","M2","Soil","Festuca","Future","Planctomycetota",0.0915756386581844,0.00670806119212894
"Bacteria","Phylum","M2","Soil","Festuca","Future","Bacteroidota",0.068235566325616,0.0148203621938029
"Bacteria","Phylum","M2","Soil","Festuca","Future","Chloroflexi",0.0583393557211975,0.00666275514337083
"Bacteria","Phylum","M2","Soil","Festuca","Future","Other",0.00965670351426708,0.00206384005956714
"Bacteria","Phylum","M2","Soil","Lolium","Current","Actinobacteriota",0.520534355177938,0.0338723994783909
"Bacteria","Phylum","M2","Soil","Lolium","Current","Proteobacteria",0.282220948274389,0.0157869052603596
"Bacteria","Phylum","M2","Soil","Lolium","Current","Planctomycetota",0.0811396437336019,0.0105824367622257
"Bacteria","Phylum","M2","Soil","Lolium","Current","Chloroflexi",0.0563573674635197,0.00500822023901905
"Bacteria","Phylum","M2","Soil","Lolium","Current","Bacteroidota",0.050560697559925,0.00854028097842147
"Bacteria","Phylum","M2","Soil","Lolium","Current","Other",0.00918698779062651,0.00197972616124639
"Bacteria","Phylum","M2","Soil","Lolium","Future","Actinobacteriota",0.544464030019937,0.0251519363371258
"Bacteria","Phylum","M2","Soil","Lolium","Future","Proteobacteria",0.258693610196639,0.0176420454282766
"Bacteria","Phylum","M2","Soil","Lolium","Future","Planctomycetota",0.0709526160934977,0.00974536243910565
"Bacteria","Phylum","M2","Soil","Lolium","Future","Bacteroidota",0.0638614865868274,0.0131297586556709
"Bacteria","Phylum","M2","Soil","Lolium","Future","Chloroflexi",0.0537727431719153,0.00834596696543959
"Bacteria","Phylum","M2","Soil","Lolium","Future","Other",0.00825551393118417,0.00183912178694289
"Bacteria","Phylum","M3","Leaf","Festuca","Current","Actinobacteriota",0.589662447257384,0.219371243862629
"Bacteria","Phylum","M3","Leaf","Festuca","Current","Proteobacteria",0.393459915611814,0.217291896959816
"Bacteria","Phylum","M3","Leaf","Festuca","Current","Bacteroidota",0.0168776371308017,0.0168776371308017
"Bacteria","Phylum","M3","Leaf","Festuca","Current","Chloroflexi",0,0
"Bacteria","Phylum","M3","Leaf","Festuca","Current","Other",0,0
"Bacteria","Phylum","M3","Leaf","Festuca","Current","Planctomycetota",0,0
"Bacteria","Phylum","M3","Leaf","Festuca","Future","Proteobacteria",0.717419866630308,0.180578765516615
"Bacteria","Phylum","M3","Leaf","Festuca","Future","Actinobacteriota",0.223852847120653,0.144112955580418
"Bacteria","Phylum","M3","Leaf","Festuca","Future","Planctomycetota",0.0359453630481668,0.0359453630481668
"Bacteria","Phylum","M3","Leaf","Festuca","Future","Bacteroidota",0.0156176404967897,0.0156176404967897
"Bacteria","Phylum","M3","Leaf","Festuca","Future","Other",0.0071642827040829,0.00650148895577255
"Bacteria","Phylum","M3","Leaf","Festuca","Future","Chloroflexi",0,0
"Bacteria","Phylum","M3","Leaf","Lolium","Current","Actinobacteriota",0.507761850948671,0.170484771792248
"Bacteria","Phylum","M3","Leaf","Lolium","Current","Proteobacteria",0.490870159995242,0.188602755909597
