ASVid,Group_type,Group,Domain,Stat,phylum,class,order,family,genus,species,TrophicMode
5345f01b2d2b4d1fddb1c01258d2a9fe,Compartment,Rhizosphere,Bacteria,0.549621082,Actinobacteriota,MB-A2-108,MB-A2-108,MB-A2-108,MB-A2-108,uncultured_Catenulispora,
1dc04fe2bde8478d3b2e01d717677512,Compartment,Root endosphere,Bacteria,0.539631568,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,uncultured_Niastella,
96127e647e9f7ae8c1a2ade25ab0238b,Compartment,Root endosphere,Bacteria,0.31719041,Armatimonadota,Armatimonadia,Armatimonadales,Armatimonadales,Armatimonadales,uncultured_bacterium,
bdb35c08dab2640557877dbcde7fb6b1,Compartment,Rhizosphere,Bacteria,0.444300764,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pir4_lineage,metagenome,
66259edbe5cae4b264b38c0df1a5af50,Compartment,Rhizosphere,Bacteria,0.451218888,Methylomirabilota,Methylomirabilia,Rokubacteriales,WX65,WX65,bacterium_WX65,
cc89ca6ced38b3c9d751262bb444375a,Compartment,Rhizosphere,Bacteria,0.306186218,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured,uncultured_bacterium,
000e2211fe575ca161e830f026593323,Compartment,Rhizosphere,Bacteria,0.40670322,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,Unassigned,
f03eaa709cd5d9a3c7c76022cb4fcefa,Compartment,Rhizosphere,Bacteria,0.306186218,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured,Unassigned,
f3c2d07254453636f4d11ab351c861ae,Compartment,Root endosphere,Bacteria,0.694469514,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,uncultured,uncultured_bacterium,
c8fb0aaa8df535ba8b03777c4df44667,Compartment,Rhizosphere,Bacteria,0.292236886,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Unassigned,
9114329a3164462c2be6e295880abba1,Compartment,Rhizosphere,Bacteria,0.484869852,Bdellovibrionota,Oligoflexia,Oligoflexales,Oligoflexales,Oligoflexus,uncultured_delta,
c5246778b3cf52e54019b364ba70c3d8,Compartment,Rhizosphere,Bacteria,0.371706214,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Planifilum,Planifilum_composti,
862f7591a8f6fd2f488adf4752f43d42,Compartment,Rhizosphere,Bacteria,0.385166053,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,Unassigned,
88c4aa480423863ad890cdd84a880aa1,Compartment,Root endosphere,Bacteria,0.322748612,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Virgisporangium,Unassigned,
c1367ce4bd043f2014ecedeba52b59ce,Compartment,Rhizosphere,Bacteria,0.52483129,Chloroflexi,KD4-96,KD4-96,KD4-96,KD4-96,uncultured_bacterium,
3295ee79b24e8cbccf2d2db8a233f45f,Compartment,Rhizosphere,Bacteria,0.322748612,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus_Udaeobacter,Unassigned,
cb0e885d21f65ce95ec3e89c2da465fa,Compartment,Root endosphere,Bacteria,0.543016364,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Unassigned,
5397bb7c5a0721c2e53140f89c021114,Compartment,Root endosphere,Bacteria,0.529722953,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,uncultured,Unassigned,
9bec9f90e528e731366dbc067bebce5e,Compartment,Rhizosphere,Bacteria,0.58630197,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus_Udaeobacter,Unassigned,
bb4de0b1c256302064a64eadd94c85a3,Compartment,Rhizosphere,Bacteria,0.510464979,Chloroflexi,Chloroflexia,Thermomicrobiales,Unassigned,Unassigned,Unassigned,
1951f511b8556b760c6dc81cdf5a1bde,Compartment,Rhizosphere,Bacteria,0.270030862,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,Unassigned,
7261b4606616a3bb4d2acfa13ecf8f87,Compartment,Rhizosphere,Bacteria,0.424541807,Proteobacteria,Alphaproteobacteria,Rhizobiales,KF-JG30-B3,KF-JG30-B3,Unassigned,
1b665ea24f403e5b15663272c42c5366,Compartment,Root endosphere,Bacteria,0.797338568,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Unassigned,
f8a5cf756daa0e1a98774d17fdb5c6c4,Compartment,Root endosphere,Bacteria,0.478959641,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,uncultured_bacterium,
a3ba35d21a1c19e1211b5dc145e317aa,Compartment,Root endosphere,Bacteria,0.395284708,Actinobacteriota,Actinobacteria,Frankiales,Frankiaceae,Jatrophihabitans,uncultured_Frankineae,
48d4da2a8f1ff95bc3fb74cff4015710,Compartment,Rhizosphere,Bacteria,0.435889894,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,SC-I-84,uncultured_Nitrosomonadaceae,
121c960f36829c9004438a1873b605ca,Compartment,Rhizosphere,Bacteria,0.430096758,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Qipengyuania,uncultured_bacterium,
db4dbae06ab495bbc6fda93a520e92c8,Compartment,Root endosphere,Bacteria,0.491952907,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Paludisphaera,Unassigned,
270a408df11f24bdd9abed08302ecffc,Compartment,Rhizosphere,Bacteria,0.388979922,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,uncultured_Polyangiaceae,
7a988655965be469b1aa7618698a7c2a,Compartment,Root endosphere,Bacteria,0.858836721,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Unassigned,Unassigned,
8bfbdb704b59776423e7705817fd2d94,Compartment,Root endosphere,Bacteria,0.496078371,Proteobacteria,Alphaproteobacteria,Rhizobiales,Labraceae,Labrys,Unassigned,
bf509b8b1f26a9105efd436492b70662,Compartment,Root endosphere,Bacteria,0.493573375,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Unassigned,
2eac0013f9e7e2b9ef161e5e2c2c6b40,Compartment,Rhizosphere,Bacteria,0.522217762,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,uncultured_Pasteuria,
53970ffb02688f49117205f4cff0506b,Compartment,Rhizosphere,Bacteria,0.719212056,Chloroflexi,TK10,TK10,TK10,TK10,Unassigned,
11e3c0594c10e433d66b3ab9bf395eaa,Compartment,Rhizosphere,Bacteria,0.912870929,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus_Udaeobacter,Unassigned,
38a4e7d84f244bc0f97c8ec30182fa55,Compartment,Root endosphere,Bacteria,0.680516282,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Friedmanniella,uncultured_bacterium,
077418defae747e042c379019a7d2d5c,Compartment,Rhizosphere,Bacteria,0.663162557,Actinobacteriota,Actinobacteria,Kineosporiales,Kineosporiaceae,Angustibacter,Unassigned,
244434bc7cb5ae6006028fc1abecaa30,Compartment,Rhizosphere,Bacteria,0.971391116,Actinobacteriota,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,Unassigned,
0bca37e0a6ec3087dfcf657c2e71029e,Compartment,Root endosphere,Bacteria,0.433012702,Deinococcota,Deinococci,Deinococcales,Trueperaceae,Truepera,Unassigned,
94d4cdf9652aa6c05506186ff5e41b4b,Compartment,Rhizosphere,Bacteria,0.288675135,Actinobacteriota,Acidimicrobiia,uncultured,uncultured,uncultured,uncultured_actinobacterium,
5be26feab78d27770c46feb1b16f52b8,Compartment,Rhizosphere,Bacteria,0.3385016,Planctomycetota,Planctomycetes,Planctomycetales,uncultured,uncultured,uncultured_Planctomyces,
0d56bf50f903f404338a079f09275dd7,Compartment,Root endosphere,Bacteria,0.397509175,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Phyllobacterium,Unassigned,
bab4b0595916fbd42765d77a84a1895d,Compartment,Rhizosphere,Bacteria,0.322748612,Actinobacteriota,Acidimicrobiia,IMCC26256,IMCC26256,IMCC26256,uncultured_Ferrimicrobium,
8c8a3b20732832040e93204d9b6fae9a,Compartment,Root endosphere,Bacteria,0.635802097,Proteobacteria,Alphaproteobacteria,Rhizobiales,A0839,A0839,metagenome,
adcd6dc87fcd378d4f56efa55913c966,Compartment,Root endosphere,Bacteria,0.322748612,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,Terrimicrobium,metagenome,
0bebc9b0b93c922fa381ce4da8ea4b84,Compartment,Rhizosphere,Bacteria,0.530330086,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,uncultured_bacterium,
3073ebdf9c92ea20c6f8a66bcc6f022a,Compartment,Root endosphere,Bacteria,0.350029651,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Unassigned,
7214c0995a216d8d6b196fc98441eb07,Compartment,Root endosphere,Bacteria,0.444878261,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium,Aeromicrobium_sp.,
a75d25a8120d830f0fd4f21e6d889494,Compartment,Rhizosphere,Bacteria,0.40824829,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,Unassigned,
6d2ad6763b12217f2d4c6b9dd0b91b5d,Compartment,Rhizosphere,Bacteria,0.3385016,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,JG30-KF-CM45,uncultured_Chloroflexi,
ff6cc56ce7c16a3b2a3313586b1b0f39,Compartment,Rhizosphere,Bacteria,0.322748612,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Oryzihumus,uncultured_bacterium,
95174179ae1807df126e3fdd2cb725be,Compartment,Rhizosphere,Bacteria,0.875630892,Actinobacteriota,Thermoleophilia,Gaiellales,uncultured,uncultured,Unassigned,
bdbae96b48b252934fabee5be5aecf45,Compartment,Rhizosphere,Bacteria,0.395284708,Actinobacteriota,MB-A2-108,MB-A2-108,MB-A2-108,MB-A2-108,uncultured_bacterium,
7d576727c4b4a9054daad884482defb6,Compartment,Rhizosphere,Bacteria,0.78012862,Actinobacteriota,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,uncultured_bacterium,
75816962ce6e54fdc779aecbb261748b,Compartment,Rhizosphere,Bacteria,0.304681608,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Unassigned,Unassigned,
aa4440b6b31dd9e6fc6586d91f3273c6,Compartment,Root endosphere,Bacteria,0.613486854,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Unassigned,
d1cae766c2e395f3e00d6c192eee1b90,Compartment,Rhizosphere,Bacteria,0.322748612,Chloroflexi,Anaerolineae,RBG-13-54-9,RBG-13-54-9,RBG-13-54-9,uncultured_Caldilineaceae,
0041977bb04d9c432a3946e59b4544b7,Compartment,Rhizosphere,Bacteria,0.756618279,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,67-14,metagenome,
f72780d3330501bd0200246c73fafe49,Compartment,Root endosphere,Bacteria,0.285694028,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Friedmanniella,Unassigned,
2989900f91cd21339220f3aa047f2bad,Compartment,Rhizosphere,Bacteria,0.931291103,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,uncultured_bacterium,
bc84bc549999a15e966f78673939ea3d,Compartment,Rhizosphere,Bacteria,0.568257571,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,Unassigned,
216c7f32e143ec217ca0d20836bc8962,Compartment,Rhizosphere,Bacteria,0.500592768,Elusimicrobiota,Lineage_IIb,Lineage_IIb,Lineage_IIb,Lineage_IIb,uncultured_bacterium,
7ad768f5291e7b99c91b65c19f3f71fa,Compartment,Rhizosphere,Bacteria,0.559016994,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,Unassigned,
7174798e0425989ca503d678ae2724cb,Compartment,Root endosphere,Bacteria,0.38676631,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Unassigned,Unassigned,
41fd2830294fa93bab6791966259f4ef,Compartment,Root endosphere,Bacteria,0.367990036,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Ohtaekwangia,uncultured_Bacteroidetes,
783bd3f9611ace694b42643d9731b31d,Compartment,Rhizosphere,Bacteria,0.743023104,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,Unassigned,
69b8062245180851e182a8da2e5677af,Compartment,Rhizosphere,Bacteria,0.395284708,Actinobacteriota,Actinobacteria,Frankiales,Sporichthyaceae,uncultured,uncultured_bacterium,
fa4158cdcb8a68c5df337cd0fc25dd1a,Compartment,Root endosphere,Bacteria,0.498276661,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Unassigned,
010ce33e8a34951044139a46be5f515b,Compartment,Rhizosphere,Bacteria,0.486631844,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,Unassigned,
e8555f155ebd2b3e844d81c539864259,Compartment,Rhizosphere,Bacteria,0.353553391,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured,Planctomycetia_bacterium,
93ec17b8fcd66b3cfc8046fdb1bbc97c,Compartment,Rhizosphere,Bacteria,0.367990036,Planctomycetota,Pla4_lineage,Pla4_lineage,Pla4_lineage,Pla4_lineage,Unassigned,
4718604526b820d36c77f4f7dc3b818b,Compartment,Rhizosphere,Bacteria,0.52422068,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,Unassigned,
f643ef74a586c7878b3eb1202d948692,Compartment,Root endosphere,Bacteria,0.858200736,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Unassigned,
852c4b40c3d3057b1d5ccea7ea275003,Compartment,Rhizosphere,Bacteria,0.865624948,Actinobacteriota,Thermoleophilia,Gaiellales,uncultured,uncultured,bacterium_Ellin6515,
ff23b00eb9e9fb227bc16777a5b91347,Compartment,Rhizosphere,Bacteria,0.713609049,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Noviherbaspirillum,Unassigned,
eae5a5350473e2a1223afe65c4d5c0bc,Compartment,Root endosphere,Bacteria,0.306537954,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium,metagenome,
8c7fcc1a674739ce283f7a7efd3cc37d,Compartment,Rhizosphere,Bacteria,0.444878261,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Unassigned,
6c51ac760690aacbaa00c93b42fd9e0f,Compartment,Rhizosphere,Bacteria,0.510310363,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Singulisphaera,uncultured_bacterium,
5ff845e0eae0bd1fbe068677f1c9754e,Compartment,Root endosphere,Bacteria,0.469202592,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,uncultured,metagenome,
f624a4949dc1c55bb437b17f4f4cd10d,Compartment,Rhizosphere,Bacteria,0.530983382,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,uncultured,Unassigned,
0371a572bc9d28c1536851ec0b8b04eb,Compartment,Root endosphere,Bacteria,0.367990036,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,Unassigned,
4b48123393fcc375784135f95a9d3d35,Compartment,Root endosphere,Bacteria,0.306186218,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola,uncultured_bacterium,
e8820a8b0ccb14b286019c21e8bfcf00,Compartment,Rhizosphere,Bacteria,0.744703116,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Unassigned,
f2beef0667b2e0a570d9fa9b0e98aeb6,Compartment,Root endosphere,Bacteria,0.462547125,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Unassigned,Unassigned,
2b24ec171c4fcb558ae386322f85cb4f,Compartment,Root endosphere,Bacteria,0.336360946,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,Terrimicrobium,metagenome,
7144cdbc750286ad38dede3163835457,Compartment,Rhizosphere,Bacteria,0.439764547,Actinobacteriota,Acidimicrobiia,IMCC26256,IMCC26256,IMCC26256,metagenome,
22aeff765f5d96c681e7bedb87a04a8c,Compartment,Root endosphere,Bacteria,0.496765331,Actinobacteriota,Actinobacteria,Micrococcales,Dermacoccaceae,Flexivirga,Flexivirga_alba,
0fcad751b8b4c9b2281ac88e8f2a67f4,Compartment,Root endosphere,Bacteria,0.677920234,Proteobacteria,Alphaproteobacteria,Rhizobiales,Labraceae,Labrys,Labrys_sp.,
11cd6391f039cc8d5118ecb3a730a2ae,Compartment,Rhizosphere,Bacteria,0.353553391,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured,Unassigned,
2513c6298bf7371347f47e440ed049c4,Compartment,Rhizosphere,Bacteria,0.518988743,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Unassigned,Unassigned,
2abf4c5f8f6aae4525b226b648401fe8,Compartment,Root endosphere,Bacteria,0.379740884,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Tahibacter,Unassigned,
88bb8624d30ae7a0b15586b69f85825c,Compartment,Rhizosphere,Bacteria,0.516413237,Proteobacteria,Alphaproteobacteria,uncultured,uncultured,uncultured,Rhodospirillaceae_bacterium,
0261ef96d05fb34d314ad49fe710ff55,Compartment,Rhizosphere,Bacteria,0.279163212,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured,Unassigned,
f412c185c40aa1fbe676c7814623de5c,Compartment,Root endosphere,Bacteria,0.512591294,Verrucomicrobiota,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,Unassigned,
2dd2ecc3b75e8108092688a839ca9abc,Compartment,Rhizosphere,Bacteria,0.540567164,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Unassigned,Unassigned,
c5536a076d49299c2cbcb92bab40077c,Compartment,Root endosphere,Bacteria,0.396492269,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,Unassigned,
0618bf4febc206edbfa119c9c57a04e5,Compartment,Root endosphere,Bacteria,0.293784826,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,uncultured_bacterium,
6e6a74bd6e0f98a6e3749703478f848b,Compartment,Root endosphere,Bacteria,0.388993303,Proteobacteria,Gammaproteobacteria,Burkholderiales,A21b,A21b,uncultured_bacterium,
9921d15e190d1099203a68a4112df2be,Compartment,Rhizosphere,Bacteria,0.343337582,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadales,Saccharimonadales,uncultured_bacterium,
6d997826bc980f4631436e866bd58e57,Compartment,Rhizosphere,Bacteria,0.381881308,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,67-14,Unassigned,
f3d755a2f9ecf8deba28e8b1e14645af,Compartment,Root endosphere,Bacteria,0.349049342,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,uncultured,metagenome,
97f544d653630d29db29e83ba4b233ef,Compartment,Root endosphere,Bacteria,0.479408565,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,uncultured,uncultured_Chloroflexia,
5b53f3e443fa1ad183adf670aaa98fa4,Compartment,Root endosphere,Bacteria,0.404723779,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Steroidobacter,bacterium_MI-37,
0300dac01ebfa48ca659f9bca93977fa,Compartment,Root endosphere,Bacteria,0.3385016,Actinobacteriota,Actinobacteria,Kineosporiales,Kineosporiaceae,Kineosporia,Unassigned,
293570713949bf229aa0deb7e2897573,Compartment,Rhizosphere,Bacteria,0.884680422,Actinobacteriota,Thermoleophilia,Gaiellales,uncultured,uncultured,bacterium_Ellin6515,
d372cc8172991c73b4dcd17cccc0d60e,Compartment,Rhizosphere,Bacteria,0.415008115,Proteobacteria,Gammaproteobacteria,Burkholderiales,A21b,A21b,Unassigned,
43f055ec60280db151c04b50b04575af,Compartment,Rhizosphere,Bacteria,0.627247796,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Unassigned,Unassigned,
c4fdbf619ea796427b97d7587610173d,Compartment,Rhizosphere,Bacteria,0.322748612,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,Unassigned,
47f1260d06ce7adee891f56cecc1f1ea,Compartment,Rhizosphere,Bacteria,0.29109376,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,WD2101_soil_group,uncultured_bacterium,
7057e13e9a74d27e0f11d224e2c144cb,Compartment,Rhizosphere,Bacteria,0.717718649,Actinobacteriota,Acidimicrobiia,Microtrichales,uncultured,uncultured,Unassigned,
9e5bd5afa8201ef190ecaae5ce41a078,Compartment,Root endosphere,Bacteria,0.39205784,WPS-2,WPS-2,WPS-2,WPS-2,WPS-2,Unassigned,
832c5ef903529ee41dd050541598f02a,Compartment,Root endosphere,Bacteria,0.798064963,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Unassigned,
5dd57948e0dbafe2bf3ae702caadedfa,Compartment,Root endosphere,Bacteria,0.53185184,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,uncultured,metagenome,
49ddb0a0ce9a8c2319aaa433da663feb,Compartment,Leaf endosphere,Bacteria,0.32163376,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Unassigned,
0126c2e63608de8198236143b7c8d1a8,Compartment,Root endosphere,Bacteria,0.611170265,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Paenarthrobacter,Unassigned,
db42eed395b69c2fd3b485b77cc601d5,Compartment,Root endosphere,Bacteria,0.288675135,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,uncultured,agricultural_soil,
4a43a58d20b556b12176ff41236d44c0,Compartment,Root endosphere,Bacteria,0.563672378,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,uncultured,Unassigned,
68a6d23461715c9c1637fd7aea46243e,Compartment,Rhizosphere,Bacteria,0.618760402,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rhodopila,Rhodopila_globiformis,
a96d8027197584d4b7a38741810c55fb,Compartment,Root endosphere,Bacteria,0.399221753,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Unassigned,
741473862197095f7992bd72d27b73a1,Compartment,Root endosphere,Bacteria,0.347082586,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,Ohtaekwangia,metagenome,
53af0d88f0b603365d077cd82499f181,Compartment,Rhizosphere,Bacteria,0.31085396,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Parviterribacter,uncultured_bacterium,
a646e8d11e818fd40a2fc126984bd3c8,Compartment,Rhizosphere,Bacteria,0.898179095,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Unassigned,
28486ff6b155664296ad83c565c57b66,Compartment,Rhizosphere,Bacteria,0.834196215,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Unassigned,Unassigned,
5d523f216c02aa9c880f0de7ac77b9e2,Compartment,Rhizosphere,Bacteria,0.28691188,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutus,Unassigned,
309802e7799e24d87d2bf46638d48586,Compartment,Root endosphere,Bacteria,0.600884627,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,Unassigned,
c2a964fe10c90fb5ce588de5bdce8310,Compartment,Rhizosphere,Bacteria,0.300041388,Acidobacteriota,Acidobacteriae,Acidobacteriales,uncultured,uncultured,Unassigned,
719a7d9326d373b64b7be4ed377fbce6,Compartment,Root endosphere,Bacteria,0.681260158,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29_marine_group,metagenome,
a39cab1e59b3a3e08c46d975c964a86b,Compartment,Rhizosphere,Bacteria,0.413067791,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,uncultured,metagenome,
5aacbd1dddfe77d8dc7c204028ee9d17,Compartment,Rhizosphere,Bacteria,0.489472505,Chloroflexi,KD4-96,KD4-96,KD4-96,KD4-96,uncultured_Chloroflexi,
22b6d95eab6f5fba1964856650c601aa,Compartment,Root endosphere,Bacteria,0.386272377,Actinobacteriota,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,uncultured_bacterium,
05648fdce3a22c3b1add8fcd340e5733,Compartment,Rhizosphere,Bacteria,0.63196207,Actinobacteriota,MB-A2-108,MB-A2-108,MB-A2-108,MB-A2-108,uncultured_bacterium,
2d7d642208002e8862c24d55926d543b,Compartment,Rhizosphere,Bacteria,0.394590616,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,uncultured,metagenome,
149bb891188923a056e12b5f88fc6f49,Compartment,Rhizosphere,Bacteria,0.408553386,Patescibacteria,Saccharimonadia,Saccharimonadales,LWQ8,LWQ8,uncultured_bacterium,
260dd28cb83d0e729004941514301cbf,Compartment,Root endosphere,Bacteria,0.349439413,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Unassigned,Unassigned,
758b5ba89b283b6d7599d8709fbdbee7,Compartment,Rhizosphere,Bacteria,0.376223494,Chloroflexi,KD4-96,KD4-96,KD4-96,KD4-96,uncultured_Chloroflexi,
00a371837ce94d68438980ecd2619cab,Compartment,Root endosphere,Bacteria,0.270030862,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,uncultured_bacterium,
f4c99baeb0bbb558e0d4e47ebeabd986,Compartment,Rhizosphere,Bacteria,0.62915287,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,uncultured,Unassigned,
cd1e9233202840fccfd718f30dd3503c,Compartment,Rhizosphere,Bacteria,0.862640421,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Unassigned,Unassigned,
e04c06877a6a331823e336808427591a,Compartment,Root endosphere,Bacteria,0.420812706,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Unassigned,Unassigned,
f3e6bedd56e5a89a75e33b502b0482b6,Compartment,Root endosphere,Bacteria,0.681833748,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Galbitalea,Unassigned,
0ada863dd2adbd70ed39b82e480ec522,Compartment,Rhizosphere,Bacteria,0.427323556,Myxococcota,Polyangia,Polyangiales,BIrii41,BIrii41,uncultured_delta,
bb9ea146d5f78cea95e84b32836575ba,Compartment,Root endosphere,Bacteria,0.514804855,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Unassigned,Unassigned,
b44691992bdf5649e0cc67d7e174b105,Compartment,Rhizosphere,Bacteria,0.593147252,Acidobacteriota,Acidobacteriae,Solibacterales,Solibacteraceae,Candidatus_Solibacter,uncultured_Acidobacteriaceae,
